specimen_collection_date,overall_segment,vaccination_status,sf_population,new_cases,new_cases_7_day_avg,new_case_rate,new_case_rate_7_day_avg,pct_tot_new_cases,pct_tot_new_cases_7_day_avg,data_as_of,data_loaded_at
02/17/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,23363,1,1.14,4.28,4.89,1.23,1.54,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
02/18/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,24602,0,1,0,4.06,0,1.41,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
02/19/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,26012,1,0.86,3.84,3.3,1.69,1.28,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
02/20/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,26861,0,0.71,0,2.66,0,1.07,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
02/21/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,27431,0,0.71,0,2.6,0,1.08,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
02/22/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,28738,1,0.57,3.48,1.99,1.22,0.84,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
02/23/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,30367,0,0.43,0,1.41,0,0.65,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
02/24/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,32290,0,0.29,0,0.88,0,0.45,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
02/25/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,34208,0,0.29,0,0.84,0,0.49,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
02/26/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,36142,1,0.29,2.77,0.79,2.08,0.5,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
02/27/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,37527,0,0.29,0,0.76,0,0.53,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
02/28/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,38690,0,0.29,0,0.74,0,0.54,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
03/01/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,39827,0,0.14,0,0.36,0,0.3,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
03/02/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,42057,0,0.14,0,0.34,0,0.33,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
03/03/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,44540,1,0.29,2.25,0.64,2.5,0.71,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
03/04/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,47283,0,0.29,0,0.6,0,0.78,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
03/05/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,50138,0,0.14,0,0.28,0,0.41,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
03/06/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,53134,0,0.14,0,0.27,0,0.4,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
03/07/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,54863,0,0.14,0,0.26,0,0.41,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
03/08/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,57633,0,0.14,0,0.25,0,0.42,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
03/09/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,60665,0,0.14,0,0.24,0,0.43,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
03/10/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,65131,0,0,0,0,0,0,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
03/11/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,69084,0,0,0,0,0,0,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
03/12/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,74653,0,0,0,0,0,0,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
03/13/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,79903,1,0.14,1.25,0.18,4.76,0.43,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
03/14/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,84370,0,0.14,0,0.17,0,0.44,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
03/15/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,90842,0,0.14,0,0.16,0,0.44,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
03/16/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,96273,0,0.14,0,0.15,0,0.46,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
03/17/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,102031,0,0.14,0,0.14,0,0.45,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
03/18/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,106538,1,0.29,0.94,0.27,3.57,0.96,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
03/19/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,110615,0,0.29,0,0.26,0,0.95,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
03/20/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,113657,0,0.14,0,0.13,0,0.45,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
03/21/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,116398,0,0.14,0,0.12,0,0.44,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
03/22/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,118581,2,0.43,1.69,0.36,4.65,1.3,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
03/23/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,121271,1,0.57,0.82,0.47,2.86,1.67,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
03/24/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,126093,0,0.57,0,0.45,0,1.55,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
03/25/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,129941,0,0.43,0,0.33,0,1.09,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
03/26/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,135148,4,1,2.96,0.74,9.52,2.61,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
03/27/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,137849,0,1,0,0.73,0,2.7,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
03/28/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,141507,0,1,0,0.71,0,2.7,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
03/29/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,145407,0,0.71,0,0.49,0,1.87,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
03/30/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,149214,2,0.86,1.34,0.57,6.67,2.28,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
03/31/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,153371,2,1.14,1.3,0.75,3.85,3.04,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
04/01/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,158053,1,1.29,0.63,0.81,2.08,3.38,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
04/02/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,164411,1,0.86,0.61,0.52,4.17,2.42,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
04/03/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,168316,2,1.14,1.19,0.68,8.33,3.23,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
04/04/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,171395,1,1.29,0.58,0.75,9.09,3.73,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
04/05/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,176450,3,1.71,1.7,0.97,5,4.82,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
04/06/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,182173,0,1.43,0,0.78,0,3.95,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
04/07/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,188796,1,1.29,0.53,0.68,2.04,3.6,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
04/08/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,195575,1,1.29,0.51,0.66,2.63,3.75,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
04/09/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,202276,0,1.14,0,0.56,0,3.24,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
04/10/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,207615,0,0.86,0,0.41,0,2.35,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
04/11/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,211547,1,0.86,0.47,0.41,6.67,2.32,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
04/12/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,219158,1,0.57,0.46,0.26,2.5,1.67,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
04/13/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,226117,2,0.86,0.88,0.38,5.56,2.49,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
04/14/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,233922,3,1.14,1.28,0.49,7.14,3.42,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
04/15/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,242525,2,1.29,0.82,0.53,4.26,3.7,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
04/16/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,250891,2,1.57,0.8,0.63,6.45,4.53,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
04/17/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,256857,1,1.71,0.39,0.67,3.7,5.04,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
04/18/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,262330,1,1.71,0.38,0.65,6.67,5.04,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
04/19/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,272710,6,2.43,2.2,0.89,18.75,7.39,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
04/20/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,283055,2,2.43,0.71,0.86,5.13,7.3,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
04/21/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,293357,2,2.29,0.68,0.78,8.33,7.44,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
04/22/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,303240,1,2.14,0.33,0.71,3.7,7.69,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
04/23/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,312683,3,2.29,0.96,0.73,12.5,8.51,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
04/24/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,318986,1,2.29,0.31,0.72,6.25,9.04,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
04/25/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,323744,1,2.29,0.31,0.71,6.67,9.04,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
04/26/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,329743,5,2.14,1.52,0.65,12.5,8.11,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
04/27/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,335348,2,2.14,0.6,0.64,10.53,9.09,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
04/28/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,342524,3,2.29,0.88,0.67,9.09,9.2,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
04/29/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,348416,4,2.71,1.15,0.78,11.76,10.5,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
04/30/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,354103,2,2.57,0.56,0.73,6.45,9.57,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
05/01/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,357339,3,2.86,0.84,0.8,16.67,10.53,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
05/02/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,359986,2,3,0.56,0.83,20,11.35,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
05/03/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,364214,4,2.86,1.1,0.78,17.39,11.9,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
05/04/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,368753,5,3.29,1.36,0.89,16.13,12.78,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
05/05/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,373748,4,3.43,1.07,0.92,18.18,14.2,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
05/06/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,378932,2,3.14,0.53,0.83,9.09,14.01,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
05/07/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,383737,2,3.14,0.52,0.82,10.53,15.17,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
05/08/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,387302,0,2.71,0,0.7,0,13.38,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
05/09/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,389468,2,2.71,0.51,0.7,12.5,12.84,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
05/10/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,393945,2,2.43,0.51,0.62,15.38,12.32,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
05/11/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,398902,2,2,0.5,0.5,8.7,10.77,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
05/12/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,404075,1,1.57,0.25,0.39,5.26,8.66,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
05/13/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,409524,4,1.86,0.98,0.45,18.18,10.24,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
05/14/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,417012,1,1.71,0.24,0.41,5.26,9.45,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
05/15/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,422479,1,1.86,0.24,0.44,16.67,11.02,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
05/16/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,426808,1,1.71,0.23,0.4,8.33,10.53,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
05/17/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,433997,3,1.86,0.69,0.43,14.29,10.66,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
05/18/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,441507,6,2.43,1.36,0.55,35.29,14.66,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
05/19/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,448811,3,2.71,0.67,0.6,12,15.57,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
05/20/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,458329,3,2.57,0.65,0.56,14.29,14.88,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
05/21/2021 12:00:00 AM,Cases in Completed Primary Series San Franciscans,Completed Primary Series,467308,2,2.71,0.43,0.58,16.67,16.67,06/28/2023 12:08:00 AM,06/28/2023 07:01:40 AM
